,^N225,^GSPC/JPY,BTC/JPY
2021-09-29,29544.2890625,486201.84999127686,4635590.302957475
2021-09-30,29452.66015625,482168.7889298424,4901777.43928358
2021-10-01,28771.0703125,485640.03341156244,5363162.33559823
2021-10-04,28444.890625,477123.12524911016,5448929.107386917
2021-10-05,27822.119140625,482235.8908799663,5716495.832980156
2021-10-06,27528.869140625,486479.07494455576,6172081.862018824
2021-10-07,27678.2109375,490190.44362939894,5994686.245545745
2021-10-08,28048.939453125,490345.80088990927,6026157.9433375
2021-10-11,28498.19921875,489630.78008145466,6453817.0750742555
2021-10-12,28230.609375,493311.4932512939,6354383.579191923
2021-10-13,28140.279296875,495374.177776441,6516115.043679535
2021-10-14,28550.9296875,502859.28081156313,6494586.070435941
2021-10-15,29068.630859375,508993.94428245723,7011485.59281081
2021-10-18,29025.4609375,512910.0373471156,7091069.200345874
2021-10-19,29215.51953125,516525.9177086055,7344182.012482882
2021-10-20,29255.55078125,519588.80113609135,7559017.358454466
2021-10-21,28708.580078125,520444.75956654176,7116159.346812367
2021-10-22,28804.849609375,517436.84694686905,6909814.348797202
2021-10-25,28600.41015625,519044.38718917966,7165358.6723434925
2021-10-26,29106.009765625,520450.98600171506,6867286.870246708
2021-10-27,29098.240234375,519747.272025235,6677986.981670558
2021-10-28,28820.08984375,522962.27751994133,6897344.286513805
2021-10-29,28892.689453125,523244.82839766145,7070092.2865713835
2021-11-01,29647.080078125,527047.1974769086,6968899.3560984135
2021-11-02,29520.900390625,528329.3781543486,7213753.26091978
2021-11-04,29794.369140625,533854.4494555481,7009855.91081658
2021-11-05,29611.5703125,534752.6886912547,6958363.430793256
2021-11-08,29507.05078125,533525.4224888608,7667145.718385577
2021-11-09,29285.4609375,530623.2932052612,7584827.275313854
2021-11-10,29106.779296875,524669.3270211071,7338741.62930125
2021-11-11,29277.859375,529575.0958993286,7398125.221301317
2021-11-12,29609.970703125,534046.2702571899,7316535.978803754
2021-11-15,29776.80078125,533750.2176855952,7244389.88358289
2021-11-16,29808.119140625,536523.1254433468,6866323.56683284
2021-11-17,29688.330078125,538746.9255552143,6936525.978000969
2021-11-18,29598.66015625,537211.4385462403,6502222.730932951
2021-11-19,29745.869140625,536892.249359712,6642021.492482424
2021-11-22,29774.109375,534501.4013188183,6424746.902500629
2021-11-24,29302.66015625,541330.7959101722,6480184.439612299
2021-11-25,29499.279296875,542586.0776850209,6609956.069073856
2021-11-26,28751.619140625,528698.3433863819,6164219.373781681
2021-11-29,28283.919921875,529392.6595909931,6573705.027471095
2021-11-30,27821.759765625,519742.8719024658,6487445.524320066
2021-12-01,27935.619140625,511322.9396375343,6484082.502823234
2021-12-02,27753.369140625,516672.23054420203,6375329.085292518
2021-12-03,28029.5703125,512942.4697313458,6057781.140119433
2021-12-06,27927.369140625,519051.5504678339,5717961.085988045
2021-12-07,28455.599609375,531749.2823581696,5752330.359580338
2021-12-08,28860.619140625,533704.8679889068,5733557.142298579
2021-12-09,28725.470703125,530614.3991726711,5419557.324221939
2021-12-10,28437.76953125,534569.2379726171,5359658.3379154205
2021-12-13,28640.490234375,529932.7857902385,5304750.745009929
2021-12-14,28432.640625,526326.0383056104,5294123.159110844
2021-12-15,28459.720703125,535712.4618347958,5561659.740055859
2021-12-16,29066.3203125,532863.317611903,5440341.1126096845
2021-12-17,28545.6796875,525195.8291665725,5251474.446913987
2021-12-20,27937.810546875,518552.48626118526,5321755.217638046
2021-12-21,28517.58984375,528440.7899582312,5562233.464221299
2021-12-22,28562.2109375,535379.6827987209,5543358.725141823
2021-12-23,28798.369140625,539311.8954316676,5795582.493938684
2021-12-24,28782.58984375,540904.4771563336,5817006.840383947
2021-12-27,28676.4609375,547791.1204480939,5789870.916893631
2021-12-28,29069.16015625,549434.6995337494,5462819.88825497
2021-12-29,28906.880859375,550113.8946844228,5330598.930324376
2021-12-30,28791.7109375,549305.4444614649,5423031.020355225
2022-01-04,29301.7890625,552829.3996685743,5293275.5739655495
2022-01-05,29332.16015625,546085.2069232315,5061585.616699904
2022-01-06,28487.869140625,545342.8639798984,5012192.37162298
2022-01-07,28478.560546875,541904.0460659154,4815106.266281337
2022-01-11,28222.48046875,543313.2626209632,4926503.941509783
2022-01-12,28765.66015625,545094.6891707368,5068693.888635933
2022-01-13,28489.130859375,534274.2548310235,4884188.455565095
2022-01-14,28124.279296875,532115.1097992733,4918451.312348306
2022-01-17,28333.51953125,532991.7421243042,4829491.447286487
2022-01-18,28257.25,524404.0502348915,4855018.59075129
2022-01-19,27467.23046875,519245.76606461406,4781979.799701452
2022-01-20,27772.9296875,512586.7256238684,4651683.758438528
2022-01-21,27522.259765625,501334.35109812766,4155878.73113662
2022-01-24,27588.369140625,501806.6448661983,4170712.8599352837
2022-01-25,27131.33984375,496683.2501310855,4213162.997998297
2022-01-26,27011.330078125,495348.29876708984,4196535.289550781
2022-01-27,26170.30078125,496341.5297270268,4260535.410668492
2022-01-28,26717.33984375,511222.76083340123,4358498.169303328
2022-01-31,27001.98046875,520471.3062732145,4435641.99368
2022-02-01,27078.48046875,523402.2458268702,4460164.4665277
2022-02-02,27533.599609375,526567.0905144885,4239837.617505431
2022-02-03,27241.310546875,512138.55232136697,4249817.7765215635
2022-02-04,27439.990234375,517367.4058084935,4770816.117771149
2022-02-07,27248.869140625,516649.4460040331,5051452.9740309715
2022-02-08,27284.51953125,520261.9775210768,5076400.829173207
2022-02-09,27579.869140625,529961.5047687851,5122505.463285089
2022-02-10,27696.080078125,520680.6533703953,5036214.111201912
2022-02-14,27079.58984375,508762.61463806033,4922366.310904205
2022-02-15,26865.189453125,516569.5371284522,5150040.807003379
2022-02-16,27460.400390625,517467.7638076991,5083529.702740788
2022-02-17,27232.869140625,505425.03812111914,4677559.600253552
2022-02-18,27122.0703125,499537.3032017648,4598198.046323061
2022-02-21,26910.869140625,499950.451171577,4262211.353471756
2022-02-22,26449.609375,493364.21697060764,4387923.352238923
2022-02-24,25970.8203125,492763.08629675955,4404340.2525731325
2022-02-25,26476.5,506738.37011712044,4532026.441648006
2022-02-28,26526.8203125,505561.8441229798,4992489.955689788
2022-03-01,26844.720703125,495555.77392458916,5104243.014265537
2022-03-02,26393.029296875,503719.55310886353,5043938.157034934
2022-03-03,26577.26953125,504066.01613375545,4903988.101522565
2022-03-04,25985.470703125,499871.94368469715,4519375.81567812
2022-03-07,25221.41015625,482915.26471835375,4375231.27407825
2022-03-08,24790.94921875,481186.19821585715,4469235.040186942
2022-03-09,24717.529296875,495044.81632103026,4858348.142382681
2022-03-10,25690.400390625,493716.69138494134,4571156.525008678
2022-03-11,25162.779296875,488452.5418899134,4507161.16138047
2022-03-14,25307.849609375,490461.4263198115,4661993.8932159245
2022-03-15,25346.48046875,503898.34707550704,4650552.594841421
2022-03-16,25762.009765625,515499.95814931765,4866997.7230600715
2022-03-17,26652.890625,524415.2157302946,4867890.523062259
2022-03-18,26827.4296875,528817.2504774854,4952851.80198884
2022-03-22,27224.109375,539561.4779748954,5065859.429936856
2022-03-23,28040.16015625,540720.1737198234,5204631.249093175
2022-03-24,28110.390625,547513.4342800975,5324855.955113232
2022-03-25,28149.83984375,555825.2289788611,5425889.807704836
2022-03-28,27943.890625,559448.8174283691,5762340.879411608
2022-03-29,28252.419921875,572743.685037598,5869612.403590322
2022-03-30,28027.25,566676.6802978516,5794590.5126953125
2022-03-31,27821.4296875,552805.194543153,5556674.927050978
2022-04-01,27665.98046875,553485.6985309795,5635067.759007275
2022-04-04,27736.470703125,561877.5099601075,5716406.3059952855
2022-04-05,27787.98046875,555725.4679097459,5594685.758358657
2022-04-06,27350.30078125,554121.0643924959,5342772.352429479
2022-04-07,26888.5703125,556779.4750743732,5382426.52498737
2022-04-08,26985.80078125,556977.5712321214,5247729.987891376
2022-04-11,26821.51953125,548852.5267528407,4915931.907455236
2022-04-12,26334.98046875,551756.8714430481,5034837.984773338
2022-04-13,26843.490234375,557673.5134721398,5162966.683544457
2022-04-14,27172.0,550729.7320140004,5006995.098641157
2022-04-15,27093.189453125,554252.597647965,5116995.67517215
2022-04-18,26799.7109375,556066.9803820327,5169333.516592205
2022-04-19,26985.08984375,567137.9597087726,5274916.501768112
2022-04-20,27217.849609375,576754.0389039963,5351072.238996446
2022-04-21,27553.060546875,562445.6197273731,5188029.375511408
2022-04-22,27105.259765625,548530.718989186,5102975.239880919
2022-04-25,26590.779296875,552502.509315893,5203140.603842676
2022-04-26,26700.109375,533356.7875110358,4869277.05563128
2022-04-27,26386.630859375,532475.8435366675,4994060.471610516
2022-04-28,26847.900390625,550489.2629623413,5106720.776611567
2022-05-02,26818.529296875,540245.1005385667,5009236.540002108
2022-05-06,27003.560546875,537394.8893859982,4697213.413961649
2022-05-09,26319.33984375,521850.60922486335,3961296.10963583
2022-05-10,26167.099609375,521644.8978203796,4044673.4140734673
2022-05-11,26213.640625,512954.63110302016,3771882.811658442
2022-05-12,25748.720703125,510261.97332939506,3771415.069856733
2022-05-13,26427.650390625,517423.9431916885,3765455.639800638
2022-05-16,26547.05078125,518764.7789824903,3865217.402672291
2022-05-17,26659.75,527146.8381104618,3922592.942679584
2022-05-18,26911.19921875,507936.04127511755,3717953.873984903
2022-05-19,26402.83984375,498965.66277068853,3877627.7616831064
2022-05-20,26739.029296875,498718.6681093946,3732789.047027886
2022-05-23,27001.51953125,508254.5457649231,3721837.9021627307
2022-05-24,26748.140625,503902.4522292651,3791348.0596759915
2022-05-25,26677.80078125,504379.6097232923,3747590.9002052844
2022-05-26,26604.83984375,515962.4845891651,3721386.1560355574
2022-05-27,26781.6796875,528283.6229622066,3636990.11420244
2022-05-30,27369.4296875,529281.6234603524,4038293.7468886375
2022-05-31,27279.80078125,528022.6289975345,4062548.502256751
2022-06-01,27457.890625,527975.9117260426,3836214.147407353
2022-06-02,27413.880859375,543496.1241835728,3964490.3278931975
2022-06-03,27761.5703125,533773.3017857373,3859134.9994626045
2022-06-06,27915.890625,538699.7770044655,4100366.4317421913
2022-06-07,27943.94921875,549942.0415824503,4118006.368548572
2022-06-08,28234.2890625,546767.7002870813,4013886.484645307
2022-06-09,28246.529296875,540115.5223621577,4047955.6768945456
2022-06-10,27824.2890625,524345.8110623583,3909386.8371827602
2022-06-13,26987.439453125,505502.5856281817,3031614.712098539
2022-06-14,26629.859375,501394.8231779784,2980706.9217699766
2022-06-15,26326.16015625,512762.9297963232,3053969.9371049404
2022-06-16,26431.19921875,491768.8813116029,2733485.1540984213
2022-06-17,25963.0,486626.0185678862,2710854.2812424004
2022-06-20,25771.220703125,497117.6713182032,2786623.002124548
2022-06-21,26246.310546875,508574.2131470144,2797732.6218847036
2022-06-22,26149.55078125,512356.42521539703,2723612.4391399324
2022-06-23,26171.25,516310.3827401623,2868185.370429188
2022-06-24,26491.970703125,527459.0059579834,2862876.4509973526
2022-06-27,26871.26953125,526756.6575220712,2800575.12587294
2022-06-28,27049.470703125,517571.62153308094,2746707.7199691534
2022-06-29,26804.599609375,519540.36445069313,2735092.0177030563
2022-06-30,26393.0390625,517041.26991052926,2702376.1058050394
2022-07-01,25935.619140625,519426.25271078944,2616510.205889821
2022-07-04,26153.810546875,516584.04693847895,2732090.2614673376
2022-07-05,26423.470703125,520455.98897684366,2742625.1794990897
2022-07-06,26107.650390625,521089.08224773407,2784718.7786045074
2022-07-07,26490.529296875,530623.6601925492,2941976.349093318
2022-07-08,26517.189453125,529976.3961167634,2953541.2082793713
2022-07-11,26812.30078125,525362.6343510672,2722006.7382857203
2022-07-12,26336.66015625,524657.3029730469,2654873.914654255
2022-07-13,26478.76953125,519802.16839620844,2763516.017688811
2022-07-14,26643.390625,521662.42518366873,2830997.0620456636
2022-07-15,26788.470703125,536851.7251145951,2895561.9113504887
2022-07-19,26961.6796875,544164.7292883396,3233098.1075954437
2022-07-20,27680.259765625,547222.5046856329,3210416.201823801
2022-07-21,27803.0,553434.6955777891,3205868.916450441
2022-07-22,27914.66015625,543131.5622060746,3114178.2881318033
2022-07-25,27699.25,540727.892017778,2911856.1345193684
2022-07-26,27655.2109375,534952.7782543823,2897760.859998107
2022-07-27,27715.75,551113.8813252077,3140797.300979674
2022-07-28,27815.48046875,554302.4796039239,3245415.0847166777
2022-07-29,27801.640625,555098.6034887135,3199271.3116533756
2022-08-01,27993.349609375,549454.0472238809,3110277.321102321
2022-08-02,27594.73046875,538286.0684407577,3023276.977645993
2022-08-03,27741.900390625,554212.3998797536,3047244.315323591
2022-08-04,27932.19921875,556202.20174478,3031688.3928984404
2022-08-05,28175.869140625,549739.2443273216,3088652.2232607007
2022-08-08,28249.240234375,559144.1196346879,3215637.9577777386
2022-08-09,27999.9609375,555873.8686725944,3123476.6027478576
2022-08-10,27819.330078125,569169.7316600382,3237409.872433394
2022-08-12,28546.98046875,569234.2702192441,3245428.5053159297
2022-08-15,28871.779296875,572757.1904135197,3217168.6758714914
2022-08-16,28868.91015625,573207.292728126,3179893.1439727545
2022-08-17,29222.76953125,573905.2435429245,3133487.6416709125
2022-08-18,28942.140625,578065.043233335,3132419.7602921724
2022-08-19,28930.330078125,574206.4312051758,2835067.2353365123
2022-08-22,28794.5,567074.3212243617,2932527.7869009674
2022-08-23,28452.75,567890.3155653551,2961102.490005344
2022-08-24,28313.470703125,566179.9141570777,2925405.2421301603
2022-08-25,28479.009765625,575619.5581296086,2961073.4248048067
2022-08-26,28641.380859375,554126.2249416672,2766769.1189673543
2022-08-29,27878.9609375,554289.5191932805,2791380.240941137
2022-08-30,28195.580078125,552465.7914429791,2743758.346113026
2022-08-31,28091.529296875,548692.9444122314,2781583.7835374177
2022-09-01,27661.470703125,552566.3720252141,2803630.286147833
2022-09-02,27650.83984375,549714.2415181249,2797385.4325414896
2022-09-05,27619.609375,551307.5140758008,2783380.568173647
2022-09-06,27626.509765625,548827.0848472416,2645373.5748803616
2022-09-07,27430.30078125,569722.3910320997,2761429.2210764885
2022-09-08,28065.279296875,577402.7251502462,2785970.428120345
2022-09-09,28214.75,585114.1670328714,3075807.111592591
2022-09-12,28542.109375,586128.018040359,3189936.4211431146
2022-09-13,28614.630859375,560742.6216989681,2894006.1083201766
2022-09-14,27818.619140625,569819.6569065638,2922894.4786345363
2022-09-15,27875.91015625,557592.6761994511,2815756.2525880337
2022-09-16,27567.650390625,555299.9879272282,2834696.6115339696
2022-09-20,27688.419921875,552257.880370345,2705595.6179527044
2022-09-21,27313.130859375,544241.5370116122,2663443.8837220967
2022-09-22,27153.830078125,542338.0618699305,2801685.883165419
2022-09-26,26431.55078125,524538.4568461329,2758664.8939578533
2022-09-27,26571.869140625,526883.8704172522,2760690.4840171337
2022-09-28,26173.98046875,538111.6009547263,2810871.5337988436
2022-09-29,26422.05078125,525676.5646094643,2826309.288750112
2022-09-30,25937.2109375,517874.6982701123,2806552.7213418484
2022-10-03,26215.7890625,532695.4878761955,2841808.260007292
2022-10-04,26992.2109375,547861.3921472915,2939060.264808178
2022-10-05,27120.529296875,543986.4952708595,2898849.0377537906
2022-10-06,27311.30078125,540892.1914992481,2882543.940128982
2022-10-07,27116.109375,527892.6393239647,2835055.549127221
2022-10-11,26401.25,522800.6765063815,2775296.1844344735
2022-10-12,26396.830078125,521781.3529075682,2794496.4541921616
2022-10-13,26237.419921875,538511.5689812452,2844189.218346238
2022-10-14,27090.759765625,527761.1369545385,2825912.8519792557
2022-10-17,26775.7890625,546661.0710606016,2905868.3091710806
2022-10-18,27156.140625,554169.1117867604,2880267.153734654
2022-10-19,27257.380859375,551351.1139727198,2855790.894119799
2022-10-20,27006.9609375,549210.8266369067,2854650.3993730247
2022-10-21,26890.580078125,563572.9647598267,2879244.5687036514
2022-10-24,26974.900390625,561319.0153789893,2859643.151455462
2022-10-25,27250.279296875,574571.3011252508,2992011.791502893
2022-10-26,27431.83984375,566852.1860850826,3073609.8305559754
2022-10-27,27345.240234375,556375.995560132,2964450.4033691883
2022-10-28,27105.19921875,570623.6671062037,3012564.497192502
2022-10-31,27587.4609375,572325.0911660865,3029521.1907879114
2022-11-01,27678.919921875,573544.7583422363,3046918.1052708626
2022-11-02,27663.390625,556114.5124410465,2981892.884944737
2022-11-04,27199.740234375,559523.2536477298,3138101.084532976
2022-11-07,27527.640625,558994.3389814943,3025338.234329939
2022-11-08,27872.109375,561292.7892873064,2718595.2588513494
2022-11-09,27716.4296875,544648.4812184386,2307397.9407505244
2022-11-10,27446.099609375,578456.9170150012,2571344.2655185163
2022-11-11,28263.5703125,565933.9050979875,2414338.369425595
2022-11-14,27963.470703125,552246.0846138,2319119.4521161914
2022-11-15,27990.169921875,559301.2681406066,2365787.6826522946
2022-11-16,28028.30078125,550133.2432807982,2316468.592558205
2022-11-17,27930.5703125,549842.6650530472,2324938.427909106
2022-11-18,27899.76953125,556781.3425859548,2344568.355194986
2022-11-21,27944.7890625,553990.9502284005,2214214.062484488
2022-11-22,28115.740234375,568900.7507757843,2300533.987452686
2022-11-24,28383.08984375,557610.6256323755,2312636.6524809003
2022-11-25,28283.029296875,558032.3138243258,2289976.7861347795
2022-11-28,28162.830078125,551384.0700435787,2255829.6261311173
2022-11-29,28027.83984375,548998.4365246296,2281231.4202227592
2022-11-30,27968.990234375,566094.8569318354,2382052.6622042656
2022-12-01,28226.080078125,559953.5616454817,2330588.2862194777
2022-12-02,27777.900390625,550290.2235491946,2309532.315816283
2022-12-05,27820.400390625,537744.0452260748,2282689.8530690074
2022-12-06,27885.869140625,538581.0344689526,2335314.764715731
2022-12-07,27686.400390625,538498.5686685741,2306272.7328419983
2022-12-08,27574.4296875,540547.4455785193,2350318.44390139
2022-12-09,27901.009765625,537491.3670670241,2340628.447100222
2022-12-12,27842.330078125,545557.4691383988,2352326.5801181793
2022-12-13,27954.849609375,552717.9313396364,2445002.3606172204
2022-12-14,28156.2109375,541701.4746853076,2415517.136038214
2022-12-15,28051.69921875,527281.9990577698,2350299.9048065245
2022-12-16,27527.119140625,530666.4844324812,2293207.738006115
2022-12-19,27237.640625,521835.94270668924,2247139.8566203117
2022-12-20,26568.029296875,523542.8292938471,2316079.1281137466
2022-12-21,26387.720703125,511535.19412375987,2218098.31808722
2022-12-22,26507.869140625,505969.73141655326,2227832.2614729404
2022-12-23,26235.25,508888.82913695276,2223194.234547615
2022-12-26,26405.869140625,510553.6310638301,2246780.7508558035
2022-12-27,26447.869140625,508386.57598114014,2219438.9926387668
2022-12-28,26340.5,505006.872376509,2209536.5361734033
2022-12-29,26093.669921875,515934.3862900585,2230639.5835193396
2022-12-30,26094.5,510330.9834060669,2206749.3185487986
2023-01-04,25716.859375,505694.606947843,2213266.316464007
2023-01-05,25820.80078125,503606.0138820559,2226591.0694440007
2023-01-06,25973.849609375,519241.46660113335,2259816.214038849
2023-01-10,26175.560546875,516278.8985595703,2298182.7946300507
2023-01-11,26446.0,524389.4565628208,2369217.7232640088
2023-01-12,26449.8203125,525388.0503477752,2488936.246047646
2023-01-13,26119.51953125,516570.45311692357,2571759.4626555443
2023-01-16,25822.3203125,511987.51149764657,2710263.4311265945
2023-01-17,26138.6796875,512125.25420034304,2715467.329687178
2023-01-18,26791.119140625,503998.12646085024,2653977.6687545776
2023-01-19,26405.23046875,501154.2984138429,2710475.312299013
2023-01-20,26553.529296875,509963.9400922358,2910988.9637863636
2023-01-23,26906.0390625,519978.526021719,2966660.56002903
2023-01-24,27299.189453125,524601.6132635437,2956254.912106991
2023-01-25,27395.009765625,523068.46639100835,3010846.850454569
2023-01-26,27362.75,524757.7810928077,2976687.0343277454
2023-01-27,27382.560546875,528358.7080278322,2995619.031758815
2023-01-30,27433.400390625,521723.5238106251,2965883.456316948
2023-01-31,27327.109375,531910.720066309,3019190.623448372
2023-02-01,27346.880859375,535950.4105317444,3086699.6681907773
2023-02-02,27402.05078125,537609.0355732143,3018998.863424599
2023-02-03,27509.4609375,532555.260654375,3019006.495934546
2023-02-06,27693.650390625,542699.5810737014,3004539.3396077156
2023-02-07,27685.470703125,552242.176574707,3085380.092924148
2023-02-08,27606.4609375,539612.6228668764,3006024.8208602667
2023-02-09,27584.349609375,536256.013595581,2866737.941478014
2023-02-10,27670.98046875,537973.1921180934,2847541.954278171
2023-02-13,27427.3203125,544264.6207170188,2868877.456839323
2023-02-14,27602.76953125,547363.0435270965,2940634.754704714
2023-02-15,27501.859375,551593.4734488279,3232724.1231283545
2023-02-16,27696.439453125,547718.157961864,3163254.1177354157
2023-02-17,27513.130859375,546899.9453571513,3293608.5898373127
2023-02-20,27531.939453125,547850.3803187311,3334728.6089258194
2023-02-21,27473.099609375,536986.6721913964,3282681.9500795603
2023-02-22,27104.3203125,538695.9631084166,3264913.323803425
2023-02-24,27453.48046875,534478.5741254836,3123117.57420364
2023-02-27,27423.9609375,543157.6404819824,3208402.103332579
2023-02-28,27445.560546875,541198.9295688048,3155377.8202711046
2023-03-01,27516.529296875,538764.1375317387,3224160.0762278438
2023-03-02,27498.869140625,542235.9961722046,3197217.730664909
2023-03-03,27927.470703125,553059.2089226805,3057090.167626977
2023-03-06,28237.779296875,550018.3330568969,3047306.9100962877
2023-03-07,28309.16015625,542142.321343571,3021866.2791627645
2023-03-08,28444.189453125,548466.2730789222,2983868.8805237114
2023-03-09,28623.150390625,537695.3815694042,2794335.943957597
2023-03-10,28143.970703125,526701.5965363346,2753439.250809759
2023-03-13,27832.9609375,520450.46964458004,3266182.928374797
2023-03-14,27222.0390625,521712.36804018915,3294048.8842847943
2023-03-15,27229.48046875,523063.71937502176,3276056.099482298
2023-03-16,27010.609375,526436.0673984326,3330242.218696475
2023-03-17,27333.7890625,522354.41437209025,3657474.5507854223
2023-03-20,26945.669921875,522729.48141650856,3673160.9955221415
2023-03-22,27466.609375,521050.1300372593,3614084.9349222183
2023-03-23,27419.609375,517989.1404110156,3716822.223285377
2023-03-24,27385.25,519663.626885321,3597908.912997782
2023-03-27,27476.869140625,520443.8665376939,3551145.684320599
2023-03-28,27518.25,521161.68525998294,3578478.663669169
2023-03-29,27883.779296875,527828.418080546,3714950.001325071
2023-03-30,27782.9296875,537042.8647555411,3716577.6949281693
2023-03-31,28041.48046875,547364.2256683633,3793362.711954832
2023-04-03,28188.150390625,549991.0042202771,3705742.5634919703
2023-04-04,28287.419921875,542505.2758012936,3726610.004768193
2023-04-05,27813.259765625,537823.6013881713,3704982.292745352
2023-04-06,27472.630859375,537486.7147890553,3671931.6694915295
2023-04-07,27518.310546875,540503.9070089161,3676970.155310631
2023-04-10,27633.66015625,542801.0861114636,3917069.7646002173
2023-04-11,27923.369140625,548416.0809637308,4035442.8582906723
2023-04-12,28082.69921875,546659.9378005862,4026396.4344000816
2023-04-13,28156.970703125,551799.7451296523,4045659.9567710757
2023-04-14,28493.470703125,548183.5267731249,4038958.817508936
2023-04-17,28514.779296875,556156.4392854944,3944781.908349663
2023-04-18,28658.830078125,558518.428182587,4086191.1190843284
2023-04-19,28606.759765625,556888.5078695118,3863507.458987713
2023-04-20,28657.5703125,556299.2157445103,3804847.4571736455
2023-04-21,28564.369140625,553875.1576195508,3654996.913231492
2023-04-24,28593.51953125,554202.0146127343,3687322.0104882717
2023-04-25,28620.0703125,545940.4197159559,3795595.913774073
2023-04-26,28416.470703125,542330.4716428369,3800427.754757762
2023-04-27,28457.6796875,551924.485639587,3933718.8886165023
2023-04-28,28856.439453125,557884.7684901953,3925785.755797386
2023-05-01,29123.1796875,568439.1404167861,3831296.6868406236
2023-05-02,29157.94921875,566528.7558317184,3944176.0317850113
2023-05-08,28949.880859375,559469.7229395807,3744238.2164638042
2023-05-09,29242.8203125,556388.6308121681,3735953.714316845
2023-05-10,29122.1796875,559773.0355825871,3736891.951600492
2023-05-11,29126.720703125,553862.4828477204,3620454.9546391964
2023-05-12,29388.30078125,554680.526878506,3605217.6059918106
2023-05-15,29626.33984375,561797.8187302575,3693366.1667474806
2023-05-16,29842.990234375,559131.324688904,3678201.0528869927
2023-05-17,30093.58984375,567380.9633049071,3738018.4563759565
2023-05-18,30573.9296875,577710.4191603214,3692487.5645953715
2023-05-19,30808.349609375,581092.2444239259,3727509.5376849174
2023-05-22,31086.8203125,577291.5994539708,3697206.116070807
2023-05-23,30957.76953125,574875.8684484959,3775445.874112129
2023-05-24,30682.6796875,570364.0956424773,3649953.344639927
2023-05-25,30801.130859375,578202.7220790908,3687685.6699799895
2023-05-26,30916.310546875,588834.5128100216,3741154.924471915
