,^N225,^GSPC/JPY,BTC/JPY
2023-05-29,31233.5390625,592425.9837043583,3908590.593783438
2023-05-30,31328.16015625,590627.4129346386,3890545.522553414
2023-05-31,30887.880859375,584306.837405473,3805090.662216693
2023-06-01,31148.009765625,587257.8476199731,3731382.3062807918
2023-06-02,31524.220703125,594170.2937242836,3780826.1215779185
2023-06-05,32217.4296875,599215.2831370533,3611746.030957103
2023-06-06,32506.779296875,597095.859336108,3796623.199499488
2023-06-07,31913.740234375,595434.2350298241,3675977.8797385395
2023-06-08,31641.26953125,600716.5465723649,3708473.076675743
2023-06-09,32265.169921875,596952.6055320352,3677144.488178253
2023-06-12,32434.0,604721.0470625907,3610057.384414673
2023-06-13,33018.6484375,609302.1312470138,3614626.0528039634
2023-06-14,33502.421875,612936.5350675583,3521901.7260599136
2023-06-15,33485.48828125,619515.8059594035,3580107.1053076386
2023-06-16,33706.078125,618524.3718874454,3692900.706149459
2023-06-19,33370.421875,625575.3017413616,3809275.091257453
2023-06-20,33388.91015625,622753.5638545007,4019642.3184061646
2023-06-21,33575.140625,617024.8171793148,4243908.205427408
2023-06-22,33264.87890625,620861.2652034685,4238211.411640644
2023-06-23,32781.5390625,621941.6457661986,4390372.857842445
2023-06-26,32698.810546875,621363.1279734448,4345148.405771166
2023-06-27,32538.330078125,628126.7504116893,4402524.222442508
2023-06-28,33193.98828125,629751.367411457,4328869.374312699
2023-06-29,33234.140625,634797.5999735445,4395974.097179174
2023-06-30,33189.0390625,644325.9940010011,4412496.500569761
2023-07-03,33753.328125,643378.2399581075,4498927.388218015
2023-07-04,33422.51953125,644207.0003370643,4449945.909135163
2023-07-05,33338.69921875,642147.4895917177,4406428.836446285
2023-07-06,32773.01953125,637426.1979327798,4321570.275014967
2023-07-07,32388.419921875,633233.2972858101,4367799.60121274
2023-07-10,32189.73046875,627074.8196024671,4325211.453082591
2023-07-11,32203.5703125,627254.0740978718,4326648.448022604
2023-07-12,31943.9296875,626630.1198499799,4258416.607090205
2023-07-13,32419.330078125,623806.1990137696,4353609.770507932
2023-07-14,32391.259765625,622085.8419634402,4188376.396148473
2023-07-18,32493.890625,631907.8355033398,4141971.1756896973
2023-07-19,32896.03125,634758.3514260873,4158842.8726082146
2023-07-20,32490.51953125,633058.8312799484,4158906.011785269
2023-07-21,32304.25,634470.6287074685,4183156.5430217683
2023-07-24,32700.939453125,645620.2393798828,4135827.8452148438
2023-07-25,32682.509765625,646396.0830881298,4136318.8687939644
2023-07-26,32668.33984375,643514.4171066284,4136497.0970751047
2023-07-27,32891.16015625,636902.6713421345,4100216.9748340845
2023-07-28,32759.23046875,636306.7767362073,4071387.743035376
2023-07-31,33172.21875,645932.8060153127,4114371.881871581
2023-08-01,33476.578125,651373.9320713282,4223539.207518101
2023-08-02,32707.689453125,645279.3933561891,4167855.611581981
2023-08-03,32159.279296875,645318.91337955,4182588.4901561737
2023-08-04,32192.75,638558.1235551462,4145907.551446706
2023-08-07,32254.560546875,641058.2171178609,4140023.908663273
2023-08-08,32377.2890625,641269.6277550608,4242297.07030046
2023-08-09,32204.330078125,640124.5472378284,4235511.753871888
2023-08-10,32473.650390625,642291.5630046427,4229827.087481111
2023-08-14,32059.91015625,650187.8183817044,4258842.581463486
2023-08-15,32238.890625,645429.0092258379,4242447.748817861
2023-08-16,31766.8203125,641305.7015425563,4179208.7289102674
2023-08-17,31626.0,639527.8373305723,3901903.5109207034
2023-08-18,31450.759765625,636727.9369842857,3795785.2139874995
2023-08-21,31565.640625,639308.5504631102,3795968.0621767044
2023-08-22,31856.7109375,641626.5372597277,3806817.5182828903
2023-08-23,32010.259765625,646606.0936328173,3852755.2453279495
2023-08-24,32287.2109375,633133.9232703298,3784989.1043946147
2023-08-25,31624.279296875,643528.8427801281,3804704.752167523
2023-08-28,32169.990234375,649617.3821722269,3825360.475854397
2023-08-29,32226.970703125,658740.8834702522,4061064.9517960846
2023-08-30,32333.4609375,659116.8884290755,3985073.3940005302
2023-08-31,32619.33984375,658564.6367659569,3788562.198281765
2023-09-01,32710.619140625,656922.6445745155,3753308.996920258
2023-09-04,32939.1796875,659559.8526121974,3770084.222446203
2023-09-05,33036.76171875,658978.9668450952,3777875.945167005
2023-09-06,33241.01953125,658528.7671288624,3797855.3353537023
2023-09-07,32991.078125,657473.4568245336,3875912.999804616
2023-09-08,32606.83984375,656726.4654260874,3816705.788772702
2023-09-11,32467.759765625,660163.726813823,3701753.727443278
2023-09-12,32776.37109375,654462.5260980353,3789183.0337347984
2023-09-13,32706.51953125,657419.5481657907,3859707.860249102
2023-09-14,33168.1015625,663808.4476427361,3910514.5952156484
2023-09-15,33533.08984375,656342.0444123447,3924303.171109557
2023-09-19,33242.58984375,655949.249592498,4016496.8362025023
2023-09-20,33023.78125,650389.8806014657,4008537.217466831
2023-09-21,32571.029296875,642229.9263000488,3940537.843680978
2023-09-22,32402.41015625,637830.9351619408,3924313.7162263095
2023-09-25,32678.619140625,643823.5851479098,3903588.800780833
2023-09-26,32315.05078125,635948.2606823891,3901415.31136322
2023-09-27,32371.900390625,637094.300190717,3927740.6267369688
2023-09-28,31872.51953125,642796.5845226198,4039667.244405508
2023-09-29,31857.619140625,640364.5177610219,4018915.7857581973
2023-10-02,31759.880859375,641285.83225324,4116953.42742759
2023-10-03,31237.939453125,633787.3324408382,4110409.653622359
2023-10-04,30526.880859375,636117.3957252502,4147447.3062345386
2023-10-05,31075.359375,634325.5373658836,4084038.856991887
2023-10-06,30994.669921875,639652.8244552612,4149035.6561993957
2023-10-10,31746.529296875,646444.6811557412,4062827.640328288
2023-10-11,31936.509765625,650537.3798093945,3994128.012147546
2023-10-12,32494.66015625,648248.4359385297,3987726.149298638
2023-10-13,32315.990234375,648258.104962416,4023714.970899582
2023-10-16,31659.029296875,654146.3019598871,4265542.407316536
2023-10-17,32040.2890625,654134.5516265631,4250370.844604731
2023-10-18,32042.25,646150.2076119632,4242424.215235293
2023-10-19,31430.619140625,640596.2947998047,4300561.4121905565
2023-10-20,31259.359375,632787.6479768753,4446565.216841698
2023-10-23,30999.55078125,632049.9816457033,4958964.969678879
2023-10-24,31062.349609375,636170.8003207222,5077397.753563583
2023-10-25,31269.919921875,627404.2508614063,5170385.769886017
2023-10-26,30601.779296875,620989.9754053429,5126844.863173127
2023-10-27,30991.689453125,619112.4639836252,5098881.013207078
2023-10-30,30696.9609375,623910.4398607761,5166142.420155406
2023-10-31,30858.849609375,625341.6509365737,5169347.267590523
2023-11-01,31601.650390625,641162.7970557511,5361444.117435694
2023-11-02,31949.890625,650149.6779730842,5260825.710759759
2023-11-06,32708.48046875,652491.3644852489,5236300.252224803
2023-11-07,32271.8203125,656708.8132950515,5316144.439566612
2023-11-08,32166.48046875,659152.5314481258,5362410.952112198
2023-11-09,32646.4609375,655858.6182339415,5535671.551771164
2023-11-10,32568.109375,668242.1899206638,5647431.819904327
2023-11-13,32585.109375,668213.0115172863,5528975.066615105
2023-11-14,32695.9296875,681754.9342570305,5389140.911399841
2023-11-15,33519.69921875,677615.8819133788,5700459.410093129
2023-11-16,33424.41015625,681713.5305313468,5467143.342265248
2023-11-17,33585.19921875,680285.3953088745,5515303.268006623
2023-11-20,33388.03125,681843.2404947728,5619369.94150275
2023-11-21,33354.140625,673294.933871001,5313408.832637787
2023-11-22,33451.828125,675072.350784108,5545675.742937982
2023-11-24,33625.53125,682236.7924743295,5644274.077640057
2023-11-27,33447.671875,680612.3879334703,5572143.125420511
2023-11-28,33408.390625,676182.5316715986,5616100.212579966
2023-11-29,33321.21875,669221.9741385281,5567583.570590854
2023-11-30,33486.890625,671644.7221725583,5545244.528122187
2023-12-01,33431.51171875,680000.5954960287,5725896.037330627
2023-12-04,33231.26953125,668983.7966330945,6145592.661670446
2023-12-05,32775.8203125,672868.9348017424,6494269.5093996525
2023-12-06,33445.8984375,669594.573795557,6438820.4465174675
2023-12-07,32858.30859375,674925.4818714261,6371987.715758204
2023-12-08,32307.859375,664309.3112055212,6372268.934842944
2023-12-11,32791.80078125,670175.21792458,5979654.569871783
2023-12-12,32843.69921875,678374.9742094129,6055256.055029571
2023-12-13,32926.3515625,683846.0067540407,6231166.972643137
2023-12-14,32686.25,673824.2606438547,6142661.43272084
2023-12-15,32970.55078125,671441.6585095003,5965724.30355227
2023-12-18,32758.98046875,674643.3404004201,6065883.865490556
2023-12-19,33219.390625,680551.3204473108,6032934.208714664
2023-12-20,33675.94140625,676040.9327604622,6281078.9306259155
2023-12-21,33140.46875,681267.7764930725,6296232.132272065
2023-12-22,33169.05078125,675490.3022751212,6250782.308226824
2023-12-25,33254.03125,676783.5041437298,6207981.4552128315
2023-12-26,33305.8515625,679112.6721000671,6047676.643684804
2023-12-27,33681.23828125,681188.6725054979,6188912.569296598
2023-12-28,33539.62109375,676360.9303848818,6027536.223886907
2023-12-29,33464.171875,674597.0330139399,5954118.1651313305
2024-01-04,33288.2890625,670476.543260321,6317684.335405827
2024-01-05,33377.421875,679995.979662329,6393211.994471014
2024-01-09,33763.1796875,686029.9746780396,6654733.128377616
2024-01-10,34441.71875,690864.1150288135,6734356.33591789
2024-01-11,35049.859375,696643.499389559,6757479.203023553
2024-01-12,35577.109375,693875.442622155,6215680.826132596
2024-01-15,35901.7890625,694368.1619371474,6170569.840314388
2024-01-16,35619.1796875,694851.3155252635,6291732.370823383
2024-01-17,35477.75,697829.7203215063,6293684.680924773
2024-01-18,35466.171875,708143.2441492751,6111653.4386460185
2024-01-19,35963.26953125,716911.4133084342,6164851.529938221
2024-01-22,36546.94921875,718450.578724578,5851870.821987867
2024-01-23,36517.5703125,720651.5793534666,5902799.515740514
2024-01-24,36226.48046875,721767.4115644395,5941466.613752723
2024-01-25,36236.46875,722334.0083491802,5893870.880652666
2024-01-26,35751.0703125,722508.8282728568,6177313.949753344
2024-01-29,36026.94140625,730023.5732324645,6412720.749907076
2024-01-30,36065.859375,726275.5190652385,6334135.4989340305
2024-01-31,36286.7109375,714098.596429266,6275356.125672162
2024-02-01,36011.4609375,721190.3074071556,6331966.486867666
2024-02-02,36158.01953125,726193.3930622712,6324612.4652945995
2024-02-05,36354.16015625,734012.2715067118,6334855.154054046
2024-02-06,36160.66015625,736396.741273053,6404105.601203203
2024-02-07,36119.921875,738359.7535952926,6551030.733644962
2024-02-08,36863.28125,740120.51607728,6708527.696476221
2024-02-09,36897.421875,750266.7750826925,7037143.93480742
2024-02-13,37963.96875,740028.3461313844,7431769.397580028
2024-02-14,37703.3203125,753713.4616595507,7811526.773669243
2024-02-15,38157.94140625,757195.7021066844,7819038.106563091
2024-02-16,38487.23828125,750565.1685850844,7821213.773210764
2024-02-19,38470.37890625,751290.9975956976,7771583.758819342
2024-02-20,38363.609375,747669.8737381399,7856848.389635086
2024-02-21,38262.16015625,746966.0578061044,7772714.522699118
2024-02-22,39098.6796875,764860.3416130319,7713958.944531977
2024-02-26,39233.7109375,762954.0991759971,8205512.567829788
2024-02-27,39239.51953125,764601.2472116128,8595115.656585395
2024-02-28,39208.03125,762973.471173048,9406657.924761772
2024-02-29,39166.19140625,767783.6859234571,9219903.919584274
2024-03-01,39910.8203125,771050.0405970216,9372026.858213663
2024-03-04,40109.23046875,770181.2571455985,10256736.510912538
2024-03-05,40097.62890625,764164.1535647213,9599911.459718943
2024-03-06,40090.78125,765964.0775086582,9919259.670255303
2024-03-07,39598.7109375,769833.9349522367,9989899.939270735
2024-03-08,39688.94140625,757629.764866896,10099398.004165173
2024-03-11,38820.48828125,751180.5275806859,10585914.365608692
2024-03-12,38797.51171875,759377.6927089989,10488592.122786045
2024-03-13,38695.96875,762497.9225638881,10788513.427375793
2024-03-14,38807.37890625,760319.01651375,10539636.722846031
2024-03-15,38707.640625,758843.9823284745,10292302.349989533
2024-03-18,39740.44140625,767031.8538917601,10061700.90571642
2024-03-19,40003.6015625,772343.645945102,9233918.507735133
2024-03-21,40815.66015625,790213.0016175732,9873481.690870047
2024-03-22,40888.4296875,793674.4195924699,9670964.695421457
2024-03-25,40414.12109375,789538.190865308,10585117.612918854
2024-03-26,40398.03125,787681.5328828394,10594268.76625812
2024-03-27,40762.73046875,795303.7188079953,10524568.153653145
2024-03-28,40168.0703125,794914.8766935244,10702791.904774904
2024-03-29,40369.44140625,795718.7916170657,10584570.061886787
2024-04-01,39803.08984375,793896.2671725377,10552765.52028954
2024-04-02,39838.91015625,789101.8614470065,9920517.146772146
2024-04-03,39451.8515625,789749.1951279342,9998731.883263588
2024-04-04,39773.140625,780219.2004161477,10384638.60959816
2024-04-05,38992.078125,787375.0223936439,10263292.830576181
2024-04-08,39347.0390625,789150.572540015,10865761.078474998
2024-04-09,39773.12890625,791088.3999390006,10498275.709903479
2024-04-10,39581.80859375,783266.4408630654,10713616.581248403
2024-04-11,39442.62890625,795269.0462848172,10716751.368873358
2024-04-12,39523.55078125,784865.4555358291,10293869.376416326
2024-04-15,39232.80078125,775890.9522137418,9722160.19308865
2024-04-16,38471.19921875,778957.7224900723,9840171.784092665
2024-04-17,37961.80078125,776925.8267281055,9479381.487483025
2024-04-18,38079.69921875,773426.2772703022,9802685.16103059
2024-04-19,37068.3515625,767983.43031203,9870854.444982648
2024-04-22,37438.609375,774839.1960433349,10335778.746080518
2024-04-23,37552.16015625,784987.0448630303,10280709.45776403
2024-04-24,38460.078125,784804.3113015145,9946464.58366263
2024-04-25,37628.48046875,783812.642208159,10011365.52513349
2024-04-26,37934.76171875,793538.4706645459,9920136.582446694
2024-04-30,38405.66015625,787148.8141420633,9478389.144467711
2024-05-01,38274.05078125,791510.5297561511,9187939.243415773
2024-05-02,38236.0703125,788516.200628832,9205754.793940961
2024-05-07,38835.1015625,800135.3124913573,9614335.04761386
2024-05-08,38202.37109375,802781.5507696569,9468711.623957455
2024-05-09,38073.98046875,810367.1447592974,9799162.279164791
2024-05-10,38229.109375,811547.0893615931,9446529.338769555
2024-05-13,38179.4609375,813591.1736934185,9801177.584376812
2024-05-14,38356.05859375,819704.5928693265,9616576.998794317
2024-05-15,38385.73046875,830714.8492486998,10370730.065163016
2024-05-16,38920.26171875,817247.1849808469,10064058.78765136
2024-05-17,38787.37890625,824016.7807120532,10418453.13829422
2024-05-20,39069.6796875,826762.4501042068,11128342.055712461
2024-05-21,38946.9296875,832108.8801493645,10967249.049098969
2024-05-22,38617.1015625,829225.6204627156,10800434.601961851
2024-05-23,39103.21875,825491.5472239852,10644833.805436134
2024-05-24,38646.109375,832697.8844900504,10756748.234105468
2024-05-27,38900.01953125,832151.4342005849,10885923.454987526
2024-05-28,38855.37109375,832225.8564038575,10711920.513213158
2024-05-29,38556.87109375,828291.0868965685,10627465.733851433
2024-05-30,38054.12890625,825153.5377090722,10774869.805522203
2024-05-31,38487.8984375,828321.005705595,10592980.109080315
2024-06-03,38923.03125,830444.757953614,10814735.012933731
2024-06-04,38837.4609375,825851.1787683368,11013934.871957064
2024-06-05,38490.171875,830538.478485629,11026650.914884329
2024-06-06,38703.51171875,834681.6983230859,11033093.895563006
2024-06-07,38683.9296875,832510.3718096316,10796433.034409165
2024-06-10,39038.16015625,840748.7442782968,10901819.08767271
2024-06-11,39134.7890625,844140.1891061291,10573821.735441685
2024-06-12,38876.7109375,851670.8612358347,10721031.470629692
2024-06-13,38720.46875,852010.4853324592,10467403.47872436
2024-06-14,38814.55859375,853456.4926333502,10372191.533591747
2024-06-17,38102.44140625,862285.5192320421,10475280.660477877
2024-06-18,38482.109375,865304.5803740546,10272695.460190594
2024-06-19,38570.76171875,866242.8912688643,10255347.170688152
2024-06-20,38633.01953125,864530.9337647259,10240204.401204586
2024-06-21,38596.46875,868497.5385105908,10186873.02238667
2024-06-24,38804.6484375,870901.9235722721,9636007.23324418
2024-06-25,39173.1484375,873370.6339816153,9869336.129535198
2024-06-26,39667.0703125,874743.9492158443,9710709.915997624
2024-06-27,39341.5390625,880664.0931400955,9895024.841647267
2024-06-28,39583.078125,877428.1272912696,9692661.595390141
2024-07-01,39631.05859375,880980.2687897086,10113323.4755103
2024-07-02,40074.69140625,889771.1489513516,10018429.962742329
2024-07-03,40580.76171875,894250.8690680712,9718328.94628191
2024-07-04,40913.6484375,894898.7247429639,9208793.481960773
2024-07-05,40912.37109375,898310.6440796703,9142927.602085114
2024-07-08,40780.69921875,895211.4967084229,9108993.504992723
2024-07-09,41580.171875,897096.2387637794,9331189.845591068
2024-07-10,41831.98828125,908924.3236558437,9315654.270771265
2024-07-11,42224.01953125,902500.7320976853,9267339.218893528
2024-07-12,41190.6796875,888354.0234197453,9159753.470983684
2024-07-16,41275.078125,896216.7427521497,10294528.572215438
2024-07-17,41097.69140625,884902.5917008668,10153211.257951617
2024-07-18,40126.3515625,863215.0401335955,9959866.79927814
2024-07-19,40063.7890625,865110.7164001465,10483500.647521019
2024-07-22,39599.0,875960.5593152046,10639405.027496338
2024-07-23,39594.390625,871645.6770554483,10343458.794674635
2024-07-24,39154.8515625,845373.1967355609,10182886.735057354
2024-07-25,37869.51171875,830891.433013998,10122523.598490357
2024-07-26,37667.41015625,839047.3416955695,10437880.692854881
2024-07-29,38468.62890625,842144.6394310892,10299555.23939681
2024-07-30,38525.94921875,836303.8250250444,10183900.343688726
2024-07-31,39101.8203125,843089.5010700077,9865420.77917862
2024-08-01,38126.328125,815607.6941938922,9786893.695411682
2024-08-02,35909.69921875,797712.1288399026,9163189.570278466
2024-08-05,31458.419921875,755046.6761944592,7860292.260665238
2024-08-06,34675.4609375,763943.9071970657,8169242.612660229
2024-08-07,35089.62109375,752534.006072998,7964234.1808485985
2024-08-08,34831.1484375,777278.8253408223,9017331.580978036
2024-08-09,35025.0,789166.8200361729,8990105.834574938
2024-08-13,36232.51171875,798763.3869078457,8908514.963983774
2024-08-14,36442.4296875,801757.6252115518,8632674.831582963
2024-08-15,36726.640625,816255.8394528553,8475897.404468358
2024-08-16,38062.671875,828816.294178009,8788296.213447034
2024-08-19,37388.62109375,829774.2014007568,8802412.97291851
2024-08-20,38062.921875,821091.9527674615,8657118.01827848
2024-08-21,37951.80078125,816973.6998301819,8891630.552791893
2024-08-22,38211.01171875,808400.1342800483,8762502.376425862
2024-08-23,38364.26953125,823791.2078456134,9370722.692225575
2024-08-26,38110.21875,808824.9375,9054815.0625
2024-08-27,38288.62109375,813018.1209716052,8599299.642506719
2024-08-28,38371.76171875,805134.1749400645,8498502.669651031
2024-08-29,38362.53125,807663.5455293506,8577612.877059817
2024-08-30,38647.75,818396.6584030762,8565820.92305696
2024-09-02,38700.87109375,826818.407488428,8652943.808667362
2024-09-03,38686.30859375,811215.6939258948,8426394.627807498
2024-09-04,37047.609375,802358.6916399151,8426336.933359861
2024-09-05,36657.08984375,788770.7854501009,8049146.110354066
2024-09-06,36391.46875,775529.5869065523,7735873.958642721
2024-09-09,36215.75,779547.961063832,8124485.054729104
2024-09-10,36159.16015625,786832.0805698633,8253969.598493576
2024-09-11,35619.76953125,789986.0738182515,8156148.337474108
2024-09-12,36833.26953125,797899.3644881845,8288330.388109088
2024-09-13,36581.76171875,796076.1669109911,8570778.060396552
2024-09-17,36203.21875,793292.4913693964,8490838.809705853
2024-09-18,36380.171875,797877.1571861207,8755179.223192334
2024-09-19,37155.328125,815393.6222717538,8982233.045503557
2024-09-20,37723.91015625,814654.8697436154,9027622.353761435
2024-09-24,37940.58984375,823466.6273881495,9236206.218709946
2024-09-25,37870.26171875,818071.4082041681,9027133.209755123
2024-09-26,38925.62890625,831257.3769503087,9430585.361316502
2024-09-27,39829.55859375,832470.762701124,9544646.644557118
2024-09-30,37919.55078125,822784.2064849511,9042376.299995422
2024-10-01,38651.96875,820404.5008277893,8742886.801185966
2024-10-02,37808.76171875,820666.4038428366,8715113.548328042
2024-10-03,38552.05859375,835508.6006659716,8906234.758853078
2024-10-04,38635.62109375,844487.0719272345,9113988.031139612
2024-10-07,39332.73828125,847669.8237983882,9262060.220288038
2024-10-08,38937.5390625,852006.8651537895,9204602.399734497
2024-10-09,39277.9609375,858142.8403504491,8975783.378330708
2024-10-10,39380.890625,862152.2500343621,8990544.640731812
2024-10-11,39605.80078125,864718.1586486474,9285834.31234926
2024-10-15,39910.55078125,870369.9184730351,10034042.717400312
2024-10-16,39180.30078125,871106.460857451,10080988.686878204
2024-10-17,38911.19140625,873743.7723867819,10081398.131695628
2024-10-18,38981.75,880286.991068542,10269660.655876398
2024-10-21,38954.6015625,875755.4408079833,10078231.004930735
2024-10-22,38411.9609375,881219.9804160148,10144964.300482273
2024-10-23,38104.859375,876210.4549831152,10040429.16757822
2024-10-24,38143.2890625,887566.4651417509,10412895.972184539
2024-10-25,37913.921875,881573.9233980328,10115185.85091579
2024-10-28,38605.53125,890719.0098574609,10692531.082792997
2024-10-29,38903.6796875,893480.8456970751,11139252.334928155
2024-10-30,39277.390625,891084.4556699693,11087770.660384297
2024-10-31,39081.25,874097.7617746145,10757247.217188835
2024-11-01,38053.671875,870662.9698403329,10559945.303763866
2024-11-05,38474.8984375,880575.5317175388,10561796.806983948
2024-11-06,39480.671875,897864.1638402343,11454403.611193657
2024-11-07,39381.41015625,921768.8508186042,11713638.454693794
2024-11-08,39500.37109375,918396.779270947,11725235.539207935
2024-11-11,39533.3203125,917630.4770894721,13562812.384060621
2024-11-12,39376.08984375,918422.7956055105,13499457.726712227
2024-11-13,38721.66015625,925668.9184699953,14009293.782509565
2024-11-14,38535.69921875,924673.5368706286,13561247.110453248
2024-11-15,38642.91015625,918564.202112034,14248916.321618915
2024-11-18,38220.8515625,911530.8704379201,14003687.102255821
2024-11-19,38414.4296875,914865.7196424901,14277920.03928423
2024-11-20,38352.33984375,915483.417550914,14596017.7710706
2024-11-21,38026.171875,923804.9024913758,15297291.331155896
2024-11-22,38283.8515625,920579.6658683419,15267221.985999465
2024-11-25,38780.140625,922929.1306958199,14351346.290412903
2024-11-26,38442.0,929607.214066878,14200510.329408288
2024-11-27,38134.96875,917861.2606313825,14683131.201743126
2024-11-28,38349.05859375,907825.3433221579,14475661.870634079
2024-11-29,38208.03125,911938.9721039385,14733647.95153439
2024-12-02,38513.01953125,906455.6457962468,14370016.96225226
2024-12-03,39248.859375,904505.414933145,14353091.12277174
2024-12-04,39276.390625,910825.0234209895,14780414.709443092
2024-12-05,39395.6015625,914711.0749421641,14543804.230945468
2024-12-06,39091.171875,914801.1932843775,15008790.300973177
2024-12-09,39160.5,908109.0927626342,14617830.675126076
2024-12-10,39367.578125,913733.7056681514,14637433.918371797
2024-12-11,39372.23046875,923622.6640262008,15358775.046581268
2024-12-12,39849.140625,921272.5267028809,15231046.046508789
2024-12-13,39470.44140625,923317.679966569,15481364.34155345
2024-12-16,39457.48828125,932085.8280236721,16270578.741977692
2024-12-17,39364.6796875,932314.2625303566,16354780.576879978
2024-12-18,39081.7109375,901799.4160732627,15363579.859723449
2024-12-19,38813.578125,907478.9012745023,15079218.597328663
2024-12-20,38701.8984375,934962.9161433652,15410635.505195022
2024-12-23,39161.33984375,935139.1002354398,14821521.999112725
2024-12-24,39036.8515625,949282.8521872312,15508427.611720562
2024-12-25,39130.4296875,948932.5379753709,15600598.14461565
2024-12-26,39568.05859375,948704.5783855915,15052636.335726738
2024-12-27,40281.16015625,941888.0502316356,14854318.340140104
2024-12-30,39894.5390625,932546.335859187,14625861.742116809
2025-01-06,39307.05078125,941008.8161017746,16075359.338119626
2025-01-07,40083.30078125,932108.0630390719,15288877.59227395
2025-01-08,39981.05859375,936480.1622085571,15039306.255332708
2025-01-09,39605.08984375,936219.8119468689,14630235.231560111
2025-01-10,39190.3984375,920952.0482782423,14967375.656548023
2025-01-14,38474.30078125,919463.7045559287,15190983.599246264
2025-01-15,38444.578125,940383.3183529973,15884735.296949744
2025-01-16,38572.6015625,927739.0662760735,15587515.873188019
2025-01-17,38451.4609375,931617.1520707011,16228804.833883166
2025-01-20,38902.5,937313.9609187841,15945816.668046713
2025-01-21,39027.98046875,939138.4543173909,16479100.840491772
2025-01-22,39646.25,948098.2312651724,16146453.58995974
2025-01-23,39958.87109375,957211.0012273192,16263529.541934013
2025-01-24,39931.98046875,952739.1613510251,16368086.454624653
2025-01-27,39565.80078125,936376.5226752385,15899545.13847065
2025-01-28,39016.87109375,939941.3488164544,15697312.265469074
2025-01-29,39414.78125,939469.0680541471,16131968.38520348
2025-01-30,39513.96875,942063.4256606996,16251777.036583304
2025-01-31,39572.48828125,930827.519040592,15780306.90914905
